Source,Target,Type,Id,Label,Weight
1568303753115144194,1241379174079590400,Directed,547,,1
1568303753115144194,1746558343093657600,Directed,548,,1
1568303753115144194,1314641961614299138,Directed,549,,6
1568303753115144194,1698688416404168704,Directed,550,,1
1568303753115144194,1680520222669963266,Directed,551,,1
1568303753115144194,586053229,Directed,552,,1
1568303753115144194,1631868328435232771,Directed,553,,1
1568303753115144194,1404812545270157322,Directed,554,,4
1568303753115144194,1130573358687543297,Directed,555,,1
1568303753115144194,1588138345296646145,Directed,556,,1
1568303753115144194,1577669291637440513,Directed,557,,3
1568303753115144194,1251234815493496836,Directed,558,,1
1568303753115144194,1572916044485824515,Directed,559,,1
1568303753115144194,1719392781070635008,Directed,560,,1
1568303753115144194,1154546295555710977,Directed,561,,1
1568303753115144194,1400766722332938240,Directed,562,,1
1568303753115144194,1729673064131051520,Directed,563,,1
1568303753115144194,1463813363130150921,Directed,564,,1
1568303753115144194,1571959574298607617,Directed,565,,1
